Year,GEO,Y,K,L,WAGE,alpha,s_i,total_s,total_L,total_K,l_eff,k_eff,Y_eff,gap,labor_gap,capital_gap,TFPR,labor_productivity,capital_productivity
2015,Newfoundland and Labrador,37475,60897,0.2374,886292,0.3643520415554808,106811785508.14375,5566934656292.936,17.8676,2417360,0.3428224645295503,46381.456538939405,40987.01413929394,0.0937161878397315,0.4440710384564039,-0.2383622093216512,1688.2578070798172,157855.9393428812,0.615383352217679
2016,Newfoundland and Labrador,38590,67134,0.2305,886616,0.3670353143087226,105419558233.36417,5269198864082.891,18.1041,2426128,0.3622042502935271,48538.9427453524,43135.64166636572,0.1177932538576241,0.5713850338113973,-0.2769841995806537,1652.8110461646954,167418.65509761387,0.5748205082372568
2017,Newfoundland and Labrador,35557,69613,0.2269,945328,0.3465757704504966,137367423720.05013,8949068949235.055,18.6196,2447126,0.2858092274410818,37563.169536992464,34094.718383090985,-0.0411249997724502,0.2596263880171079,-0.4604000756038029,1965.5283883701477,156707.80079330102,0.5107810322784537
2018,Newfoundland and Labrador,34249,70506,0.231,986268,0.3360735856016932,154971514199.55142,12018085848964.45,18.893,2475676,0.2436225580818603,31923.49124553367,29361.34918788656,-0.1427092998952799,0.0546431085794818,-0.5472230555479863,2127.168976691498,148264.06926406926,0.48576007715655406
2019,Newfoundland and Labrador,35074,71795,0.2263,1034668,0.3124307226113422,307587018864.06464,21042033598460.05,19.1864,2504801,0.280461845625291,36614.53484677034,33634.86575617214,-0.0410313692144568,0.2393364808894872,-0.4900127467543654,2961.361000331574,154988.95271763147,0.4885298419109966
2020,Newfoundland and Labrador,33216,71947,0.2266999999999999,1038524,0.2801528244944319,589634862695.5466,41098283505812.96,18.5917,2506634,0.2667341198136968,35962.54316093128,31549.572338707934,-0.0501694262190529,0.176595146950582,-0.5001522904230714,4213.256611095529,146519.62946625502,0.4616731760879536
2021,Newfoundland and Labrador,33522,70852,0.2282,1139588,0.2575783700863561,1071763291858.198,77787763265986.27,19.5089,2522305,0.268794499374365,34752.4314412631,32166.136488807915,-0.040446975454689,0.1778900060226337,-0.5095066978876659,5654.37331531907,146897.45836985103,0.4731270818043245
2022,Newfoundland and Labrador,34244,69854,0.2398,1227824,0.2258913822887813,2373337637753.8706,171463786749622.88,19.9984,2547967,0.2768103767833145,35268.006705609034,33270.167789058,-0.0284380391000468,0.154338518696057,-0.4951182937897753,8325.062815622701,142802.3352793995,0.49022246399633523
2023,Newfoundland and Labrador,35482,69612,0.241,1303740,0.1870495612060504,6968822954424.193,417462611115120.0,20.5328,2578537,0.3427599122622806,43044.25679327925,40446.50240187844,0.1399160814463231,0.4222402998434879,-0.3816546458472785,14014.437459785895,147228.21576763486,0.5097109693730966
2015,Prince Edward Island,7316,5295,0.0729,886292,0.3643520415554808,21136574601.59884,5566934656292.936,17.8676,2417360,0.0678398227513979,9178.248557518606,8110.763039214625,0.1086335482797464,-0.0694125822853513,0.7333802752631927,1699.732016699901,100356.65294924553,1.3816808309726156
2016,Prince Edward Island,7561,5279,0.0728,886616,0.3670353143087226,22058866040.257885,5269198864082.891,18.1041,2426128,0.0757906328800025,10156.69249329681,9026.060790091422,0.1937654794460285,0.0410801219780562,0.9239803927442338,1708.0554782455715,103859.89010989011,1.4322788406895246
2017,Prince Edward Island,7950,5404,0.0752,945328,0.3465757704504966,38227595281.05334,8949068949235.055,18.6196,2447126,0.0795370487290683,10453.349154018884,9488.12360510226,0.1934746673084604,0.057673520333355,0.9343725303513848,2192.8298044025,105718.08510638298,1.4711324944485566
2018,Prince Edward Island,8123,5509,0.0757999999999999,986268,0.3360735856016932,50376999038.15212,12018085848964.45,18.893,2475676,0.0791950277930339,10377.453534459704,9544.57125515581,0.1750056943439382,0.0447892848685226,0.8837272707314765,2490.3358459552546,107163.58839050146,1.4744962788164822
2019,Prince Edward Island,8444,5614,0.0808,1034668,0.3124307226113422,86962028293.06772,21042033598460.05,19.1864,2504801,0.0792931088069463,10351.783462908525,9509.361475408798,0.1261678677651347,-0.0186496434783873,0.8439229538490425,3209.155179338015,104504.9504950495,1.5040969006056288
2020,Prince Edward Island,8375,5711,0.0772,1038524,0.2801528244944319,184305582969.24985,41098283505812.96,18.5917,2506634,0.0833746281983954,11241.020335927144,9861.632495293095,0.1775083576469369,0.0799822305491631,0.968310337231158,4691.12318879475,108484.45595854921,1.466468219226055
2021,Prince Edward Island,9151,5925,0.0842,1139588,0.2575783700863561,344051082738.33234,77787763265986.27,19.5089,2522305,0.0862868128124824,11156.019016499567,10325.781980549076,0.1283774429624168,0.0247840001482471,0.8828724078480282,6131.647597123396,108681.71021377672,1.5444725738396625
2022,Prince Edward Island,9315,6091,0.0841,1227824,0.2258913822887813,728351250249.6655,171463786749622.88,19.9984,2547967,0.0849500639121102,10823.363843904906,10210.249026392245,0.0961083227474229,0.0101077754115363,0.7769436617804805,8842.580158490566,110760.99881093936,1.5293055327532425
2023,Prince Edward Island,9401,6215,0.0923,1303740,0.1870495612060504,1523626865191.3103,417462611115120.0,20.5328,2578537,0.0749392277646946,9410.970327607172,8843.010945399843,-0.0593542234443311,-0.1880907067747063,0.5142349682392876,12730.70001279576,101852.65438786567,1.5126307320997587
2015,Nova Scotia,52475,43982,0.4403,886292,0.3643520415554808,169505873186.00763,5566934656292.936,17.8676,2417360,0.5440450313737147,73605.44768416368,65044.691350455454,0.2395367575122526,0.2356235098199289,0.6735357119768014,1797.281697312682,119180.10447422211,1.1931017234323131
2016,Nova Scotia,53480,44230,0.4441,886616,0.3670353143087226,166170637086.74826,5269198864082.891,18.1041,2426128,0.5709349577577214,76510.91670918882,67993.8066234195,0.271387558403506,0.2855999949509601,0.7298421141575587,1762.7123332409349,120423.32807926142,1.2091340718969026
2017,Nova Scotia,54532,44381,0.4483999999999999,945328,0.3465757704504966,277947471445.7521,8949068949235.055,18.6196,2447126,0.5783027003913849,76004.83221970226,68986.81294007516,0.265070287905728,0.2897027216578612,0.7125533949145415,2257.6449883730343,121614.62979482608,1.2287240035150178
2018,Nova Scotia,55809,44776,0.4586,986268,0.3360735856016932,366008809710.9084,12018085848964.45,18.893,2475676,0.5753831790496015,75396.30165547034,69345.08269646767,0.2425430073369468,0.2546515025067629,0.6838552272527768,2560.906067087105,121694.286960314,1.2464043237448634
2019,Nova Scotia,57201,45398,0.4665,1034668,0.3124307226113422,657026723728.1733,21042033598460.05,19.1864,2504801,0.5990855148649122,78211.12854517507,71846.35337481901,0.2560331703085437,0.2842133223256424,0.7227879762362895,3389.1415395290815,122617.36334405144,1.2599894268469978
2020,Nova Scotia,55786,45443,0.4655,1038524,0.2801528244944319,1282521793518.5403,41098283505812.96,18.5917,2506634,0.5801765522685662,78222.55479160944,68623.84953902464,0.2301267260428179,0.2463513475157168,0.7213334241051303,4794.79192878956,119841.03114930182,1.2276038113680876
2021,Nova Scotia,59580,45724,0.4821,1139588,0.2575783700863561,2483639098948.7656,77787763265986.27,19.5089,2522305,0.6228880325534225,80533.17198558916,74539.84928632525,0.2510884405224109,0.2920307665493104,0.7612888633013113,6456.453010813718,123584.31860609833,1.3030356049339515
2022,Nova Scotia,61395,45983,0.5005,1227824,0.2258913822887813,5288173474099.731,171463786749622.88,19.9984,2547967,0.6167775155862097,78582.72442073606,74131.22177906896,0.2074472152303764,0.2323227084639556,0.7089516651966176,9280.81989648378,122667.33266733268,1.335167344453385
2023,Nova Scotia,62242,46407,0.5166000000000001,1303740,0.1870495612060504,12672676180155.076,417462611115120.0,20.5328,2578537,0.6233025869713961,78275.18812346406,73551.21961212477,0.1816975613271548,0.2065477874010762,0.686710800600428,14268.962585876032,120483.93341076266,1.3412200745577176
2015,New Brunswick,39491,37071,0.3563,886292,0.3643520415554808,107101402329.73357,5566934656292.936,17.8676,2417360,0.3437520169387184,46507.21841024985,41098.14914845991,0.040696592855585,-0.0352174657908549,0.2545444797887796,1646.8290262129278,110836.37384226776,1.06528013811335
2016,New Brunswick,40003,36590,0.3608,886616,0.3670353143087226,103972067204.72469,5269198864082.891,18.1041,2426128,0.3572309093725344,47872.46599909237,42543.35636966154,0.0635041464305561,-0.0098921580583858,0.3083483465179658,1612.174539903199,110873.0598669623,1.0932768515987974
2017,New Brunswick,41609,36785,0.363,945328,0.3465757704504966,185351225292.17328,8949068949235.055,18.6196,2447126,0.3856452211986976,50684.35667635632,46004.341183368255,0.1056343863916041,0.0623835294729961,0.3778539262296131,2110.591046577088,114625.34435261709,1.1311404104934077
2018,New Brunswick,42752,37337,0.3576999999999999,986268,0.3360735856016932,258571032939.40616,12018085848964.45,18.893,2475676,0.4064859068838435,53264.56380726016,48989.61223435214,0.1459022322780721,0.1363877743467811,0.4265892762476941,2459.3011730972194,119519.15012580378,1.1450303988001178
2019,New Brunswick,42732,37125,0.3638,1034668,0.3124307226113422,437246063914.2846,21042033598460.05,19.1864,2504801,0.3986866498159657,52048.88458208319,47813.177280641765,0.118908014617658,0.095895134183523,0.4019901570931499,3198.794528316632,117460.14293567894,1.151030303030303
2020,New Brunswick,42151,36780,0.3629,1038524,0.2801528244944319,891369606687.2031,41098283505812.96,18.5917,2506634,0.4032303761373029,54365.71000277286,47694.48291802295,0.1315148612849742,0.1111335798768335,0.4781324089932806,4598.592955238858,116150.45467070819,1.1460304513322457
2021,New Brunswick,44336,36539,0.3685,1139588,0.2575783700863561,1712012955807.0796,77787763265986.27,19.5089,2522305,0.429366884343223,55512.82948876324,51381.53436065246,0.1589122690511652,0.1651747200630204,0.5192761019393863,6214.057524056679,120314.78968792401,1.2133884342757053
2022,New Brunswick,45961,36706,0.3823,1227824,0.2258913822887813,3727586605803.7246,171463786749622.88,19.9984,2547967,0.4347610034202698,55392.26586135564,52254.44110881136,0.1369300299995945,0.1372247015963113,0.5090793293019027,9005.734444455278,120222.33847763538,1.2521386149403366
2023,New Brunswick,46467,36748,0.3935,1303740,0.1870495612060504,8957022968567.389,417462611115120.0,20.5328,2578537,0.4405490607116537,55324.75129355205,51985.85950326744,0.1187694385965834,0.1195655926598568,0.5055173422649409,13883.83765224015,118086.4040660737,1.2644769783389571
2015,Quebec,408179,374580,4.0343,886292,0.3643520415554808,1002251346878.701,5566934656292.936,17.8676,2417360,3.2168198966098225,435212.99700400286,384595.1074613548,-0.0577783093658548,-0.2026324525667842,0.1618692856105581,1566.9783480851768,101177.15588825819,1.0896977948635806
2016,Quebec,414406,373666,4.115399999999999,886616,0.3670353143087226,963561220651.6912,5269198864082.891,18.1041,2426128,3.310637754385932,443658.11908754543,394270.5910949529,-0.0485886037003496,-0.195548973517536,0.1873119820576275,1524.848297472034,100696.40861155662,1.1090278483993727
2017,Quebec,431558,377837,4.231199999999999,945328,0.3465757704504966,1661526941164.0293,8949068949235.055,18.6196,2447126,3.4570039865814395,454345.11684821866,412392.48440995294,-0.0444100574894847,-0.1829731549958782,0.2024897425297646,1962.158598812539,101994.23331442618,1.1421803581967886
2018,Quebec,445169,384097,4.2785,986268,0.3360735856016932,2258116404555.676,12018085848964.45,18.893,2475676,3.549865907718279,465162.6438869612,427829.2343177351,-0.0389509729614256,-0.170301295379624,0.2110551342159954,2252.2194563109897,104047.91398854739,1.1590015022246984
2019,Quebec,455495,391117,4.3151,1034668,0.3124307226113422,4053531757148.199,21042033598460.05,19.1864,2504801,3.696062994169914,482524.1985917001,443256.6660113654,-0.0268682070903842,-0.1434583221316044,0.2337080684084305,2983.1492553663466,105558.38798637343,1.1646003625513592
2020,Quebec,440934,394945,4.1831000000000005,1038524,0.2801528244944319,7990651065129.056,41098283505812.96,18.5917,2506634,3.6147443332164335,487359.4693840609,427555.4919873072,-0.0303412937371417,-0.1358694907565123,0.2339932633254273,4257.006262824688,105408.42915541105,1.1164440618313942
2021,Quebec,474242,401632,4.3542,1139588,0.2575783700863561,15576551844450.39,77787763265986.27,19.5089,2522305,3.906544930969553,505077.0577587233,467488.9469155982,-0.0142396773891848,-0.1028099464954404,0.2575617922842884,5731.069243802097,108915.98915989161,1.1807873874591666
2022,Quebec,488690,408792,4.453,1227824,0.2258913822887813,33702724622757.85,171463786749622.88,19.9984,2547967,3.930862492148029,500825.4616134759,472455.0292847356,-0.033221409718358,-0.1172552229624907,0.2251351827175579,8304.543796732805,109743.99281383336,1.1954490303137049
2023,Quebec,487555,416781,4.548,1303740,0.1870495612060504,78004088976130.95,417462611115120.0,20.5328,2578537,3.836612706107544,481807.05102900864,452729.62059201935,-0.0714286170954675,-0.1564176107942955,0.1560197106610153,12648.728689138234,107202.06684256817,1.1698110038605407
2015,Ontario,781916,633252,6.884399999999999,886292,0.3643520415554808,2435970464135.417,5566934656292.936,17.8676,2417360,7.8184761546975965,1057784.5663278662,934757.858240356,0.1954709434777598,0.1356801107863571,0.6704006719723998,1765.0457188141106,113577.94433792343,1.2347627800622816
2016,Ontario,795465,637821,6.9861,886616,0.3670353143087226,2355389272106.4097,5269198864082.891,18.1041,2426128,8.092729847759042,1084505.6357446075,963779.675508338,0.2115928111335357,0.1584045243782713,0.7003291452376255,1720.7620064761695,113863.95843174303,1.247160253425334
2017,Ontario,823285,646544,7.2054,945328,0.3465757704504966,3964573114062.172,8949068949235.055,18.6196,2447126,8.248764868539968,1084113.889540631,984010.6203680246,0.1952247646538253,0.1448031849085364,0.6767828477885977,2194.436985467226,114259.44430565965,1.2733626791061396
2018,Ontario,850111,661304,7.3078,986268,0.3360735856016932,5361412080300.872,12018085848964.45,18.893,2475676,8.428393648215819,1104428.7235187818,1015788.5663242931,0.1948893336567732,0.1533421341875555,0.6700771861636733,2511.3183869121062,116329.26462136347,1.2855071192673868
2019,Ontario,861669,675608,7.5061,1034668,0.3124307226113422,9108647177107.54,21042033598460.05,19.1864,2504801,8.305383003078463,1084274.8848921077,996037.2390024206,0.1559395069364461,0.1064844597165589,0.6048875751798494,3251.297466635106,114795.83272271886,1.2753978638500432
2020,Ontario,826151,683809,7.2882,1038524,0.2801528244944319,17374880041398.94,41098283505812.96,18.5917,2506634,7.85990386240796,1059714.9404434836,929677.1093834254,0.1253113648514925,0.0784423948859746,0.5497235930552006,4585.969805681373,113354.60058725062,1.2081604658610812
2021,Ontario,876703,696582,7.716399999999999,1139588,0.2575783700863561,31683938224910.285,77787763265986.27,19.5089,2522305,7.946221314043528,1027366.6763127884,950909.4864393465,0.0846426742458352,0.0297834889383039,0.4748682514230749,6011.645081727859,113615.54610958479,1.2585783152593664
2022,Ontario,904895,706610,7.864,1227824,0.2258913822887813,69276389191901.19,171463786749622.88,19.9984,2547967,8.07993902314982,1029453.2559103715,971137.4629426672,0.0732045849989966,0.0274591840221031,0.4568903014539442,8749.707348960115,115068.03153611394,1.2806144832368633
2023,Ontario,911581,715757,8.0366,1303740,0.1870495612060504,165030868966476.88,417462611115120.0,20.5328,2578537,8.117004340253233,1019344.4644911338,957826.2328789806,0.0507307994341485,0.0100047707056756,0.4241487886128027,13455.038999324212,113428.68874897345,1.273590059196068
2015,Manitoba,73665,77402,0.637,886292,0.3643520415554808,194234621095.461,5566934656292.936,17.8676,2417360,0.6234142719750003,84343.54499213587,74533.88334729297,0.0117950634262264,-0.0213276735086337,0.0896817264687716,1623.8007017919977,115643.6420722135,0.9517195938089456
2016,Manitoba,73891,79261,0.6407,886616,0.3670353143087226,179589265598.0406,5269198864082.891,18.1041,2426128,0.6170391566497423,82689.33418641776,73484.449544118,-0.0055020294201187,-0.0369296759017601,0.0432537336952317,1558.9938974666288,115328.54690182612,0.932249151537326
2017,Manitoba,76405,81377,0.6501,945328,0.3465757704504966,309065208429.98346,8949068949235.055,18.6196,2447126,0.643046845155307,84513.98816287814,76710.2633074537,0.0039953315549204,-0.0108493383244009,0.0385488302945321,2011.2412585689326,117528.07260421473,0.9389016552588569
2018,Manitoba,77545,83149,0.658,986268,0.3360735856016932,401016901027.1733,12018085848964.45,18.893,2475676,0.6304175562000346,82607.8237369966,75977.81645303857,-0.0202099883546512,-0.0419186075987316,-0.0065085119845507,2274.073189811215,117849.54407294832,0.9326029176538503
2019,Manitoba,78038,84348,0.6645,1034668,0.3124307226113422,696463191830.6671,21042033598460.05,19.1864,2504801,0.6350441995643351,82905.56571910031,76158.76004082059,-0.0240810881772906,-0.0443277658926484,-0.0171009897199659,2987.418177123894,117438.67569601204,0.9251908758951013
2020,Manitoba,74752,84149,0.6321,1038524,0.2801528244944319,1406511440770.602,41098283505812.96,18.5917,2506634,0.6362659586421952,85784.83328448287,75258.15933432187,0.0067711811633383,0.0065906638857699,0.019439723401144,4337.707128807666,118259.76902388863,0.8883290354014902
2021,Manitoba,78035,83350,0.6811,1139588,0.2575783700863561,2451807191838.572,77787763265986.27,19.5089,2522305,0.614904701158501,79501.00734821508,73584.49890571058,-0.0570321150033884,-0.0971888105146072,-0.0461786760862018,5605.294561428196,114572.01585670239,0.9362327534493101
2022,Manitoba,80674,82480,0.6938,1227824,0.2258913822887813,5557544984342.905,171463786749622.88,19.9984,2547967,0.6481952237365224,82585.60883062024,77907.35341782898,-0.0342941540294396,-0.0657318770012649,0.0012804174420495,8299.935127875526,116278.46641683482,0.9781037827352085
2023,Manitoba,82385,81582,0.7155,1303740,0.1870495612060504,14012370757455.598,417462611115120.0,20.5328,2578537,0.6891951485670753,86550.06578745719,81326.70197018479,-0.0128457611193203,-0.0367642927084901,0.0608965922318304,13041.6258598049,115143.25646401118,1.0098428574930745
2015,Saskatchewan,76328,143531,0.5631,886292,0.3643520415554808,161155025604.91782,5566934656292.936,17.8676,2417360,0.5172422011893848,69979.21419033174,61840.21062529128,-0.1898096291624138,-0.081438108347745,-0.5124452962054766,1453.0480813149359,135549.63594388208,0.5317875580884965
2016,Saskatchewan,73677,144239,0.5606,886616,0.3670353143087226,135847656303.44276,5269198864082.891,18.1041,2426128,0.4667501868732789,62549.129610336575,55586.230123911926,-0.2455416191767861,-0.1674095845999305,-0.5663507816170621,1357.8759868925656,131425.2586514449,0.5107980504579205
2017,Saskatchewan,75740,145909,0.5642999999999999,945328,0.3465757704504966,241670231713.33,8949068949235.055,18.6196,2447126,0.5028235978441256,66084.80846516056,59982.76934009114,-0.2080437108517145,-0.108942764763201,-0.5470820273926861,1786.2775039938515,134219.38685096582,0.5190906661001035
2018,Saskatchewan,76296,147288,0.5732,986268,0.3360735856016932,312370530024.8235,12018085848964.45,18.893,2475676,0.4910612636593463,64347.0377902459,59182.61982169232,-0.224302455938813,-0.1432985630506868,-0.5631209752984229,2023.4111667225727,133105.37334263782,0.518005540166205
2019,Saskatchewan,74972,147116,0.5735,1034668,0.3124307226113422,534165520583.85,21042033598460.05,19.1864,2504801,0.4870590713665633,63585.98012227615,58411.39084076163,-0.2208905879426768,-0.1507252460914328,-0.5677833809899933,2669.244629370668,130727.11421098518,0.5096114630631611
2020,Saskatchewan,69707,144134,0.5487000000000001,1038524,0.2801528244944319,1034239652251.8992,41098283505812.96,18.5917,2506634,0.4678607402192838,63079.52681566636,55339.02553711379,-0.206119535525646,-0.1473287038103084,-0.5623549834482748,3851.876871258039,127040.27701840713,0.4836263477042197
2021,Saskatchewan,72755,141192,0.5658,1139588,0.2575783700863561,1994738263305.8447,77787763265986.27,19.5089,2522305,0.5002734063960876,64680.33124983386,59866.78562735539,-0.177145410935944,-0.1158122898619871,-0.5418980448620753,5236.143458080424,128587.84022622835,0.5152912346308572
2022,Saskatchewan,75354,139262,0.5794,1227824,0.2258913822887813,4724814831289.982,171463786749622.88,19.9984,2547967,0.5510710961962201,70211.1652813122,66233.889232051,-0.1210302142945164,-0.0488935170931652,-0.4958340015128879,7918.43290228707,130055.22954780808,0.5410952018497508
2023,Saskatchewan,77634,138982,0.6019,1303740,0.1870495612060504,12724806021839.004,417462611115120.0,20.5328,2578537,0.6258665809311631,78597.17797838087,73853.77712874814,-0.0486928777501076,0.0398182105518576,-0.4344794435367107,12802.642064806105,128981.55839840505,0.5585903210487689
2015,Alberta,319419,757553,2.2274000000000003,886292,0.3643520415554808,611752158477.0156,5566934656292.936,17.8676,2417360,1.9634760495074064,265644.43255038303,234748.38708064944,-0.2650769457025116,-0.1184896967282903,-0.6493388151715022,1383.908517676561,143404.41770674326,0.421645746238217
2016,Alberta,299754,751934,2.1991,886616,0.3670353143087226,482509699504.4725,5269198864082.891,18.1041,2426128,1.6578239076044676,222164.7583314615,197433.6247197773,-0.3413478228154511,-0.2461352791576246,-0.7045422093807948,1268.7338598826896,136307.58037378927,0.39864402992815856
2017,Alberta,306425,748437,2.2635,945328,0.3465757704504966,838780786102.8694,8949068949235.055,18.6196,2447126,1.7451829697050167,229364.89612678887,208186.14714363933,-0.32059672956306,-0.2289891894389146,-0.6935414789397253,1654.4823535020487,135376.62911420365,0.40941989773354337
2018,Alberta,310233,744592,2.2953,986268,0.3360735856016932,1119770353868.473,12018085848964.45,18.893,2475676,1.7603320163884475,230668.0635687549,212154.9146628309,-0.3161433030566351,-0.2330710511094639,-0.6902087806896193,1899.8551321084374,135160.10978956998,0.41664831209575176
2019,Alberta,304336,736677,2.3091,1034668,0.3124307226113422,1923271533807.806,21042033598460.05,19.1864,2504801,1.753664007025948,228942.34241246933,210311.1506174504,-0.3089507957735845,-0.2405421995470321,-0.6892228990283811,2513.8747610473806,131798.53622623533,0.41311999695931867
2020,Alberta,281112,718484,2.1722,1038524,0.2801528244944319,3803836294411.954,41098283505812.96,18.5917,2506634,1.7207478561681555,232000.57454123124,203531.73790729305,-0.2759763442781062,-0.2078317575876275,-0.6770970897873422,3678.503863172693,129413.49783629499,0.3912571469928349
2021,Alberta,297707,705884,2.3139000000000003,1139588,0.2575783700863561,7368144520278.547,77787763265986.27,19.5089,2522305,1.847904973692904,238915.5695436687,221135.3422056736,-0.2572047610379547,-0.2013894404715401,-0.6615370662266481,4974.902166988183,128660.27053891696,0.42175059924860175
2022,Alberta,312459,702545,2.3931,1227824,0.2258913822887813,18040093792687.8,171463786749622.88,19.9984,2547967,2.104077009744924,268077.3855052776,252891.51356529864,-0.1906409686861359,-0.1207734696649017,-0.6184196236464887,7598.412668670486,130566.62905854332,0.44475300514557786
2023,Alberta,318014,698421,2.4869,1303740,0.1870495612060504,47616597118418.03,417462611115120.0,20.5328,2578537,2.342011091008678,294112.9438058251,276362.99878972955,-0.13097222515446,-0.0582608504529018,-0.5788887450322584,12236.467417139811,127875.6685029555,0.45533281502131234
2015,British Columbia,279559,283797,2.4145,886292,0.3643520415554808,757015404475.9395,5566934656292.936,17.8676,2417360,2.4297120904274085,328722.8737444089,290490.42612018663,0.0391023938423968,0.0063003066586906,0.1583028493761699,1645.5671889868706,115783.39200662664,0.9850667906989855
2016,British Columbia,289631,285974,2.494,886616,0.3670353143087226,754680621353.7395,5269198864082.891,18.1041,2426128,2.5929583964237533,347482.005092701,308800.6950589009,0.0661866135147857,0.0396785871787301,0.2150825078248407,1614.2064462230899,116131.11467522052,1.0127878758208788
2017,British Columbia,301933,290839,2.5916,945328,0.3465757704504966,1294558952023.6414,8949068949235.055,18.6196,2447126,2.693483534413908,353997.5932692523,321310.6987396542,0.0641788037069621,0.039312985959989,0.2171599863472652,2070.644890452017,116504.47599938262,1.0381448155164885
2018,British Columbia,311789,297118,2.6571,986268,0.3360735856016932,1735471223299.4143,12018085848964.45,18.893,2475676,2.7282429360097367,357499.89725553594,328807.37376811565,0.0545829832614866,0.0267746550787463,0.2032253086502195,2359.2736317032204,117341.83884686313,1.0493776883258503
2019,British Columbia,323694,310003,2.6807,1034668,0.3124307226113422,3237132583182.4023,21042033598460.05,19.1864,2504801,2.95165960568166,385341.696825409,353982.8184959576,0.0935723816195466,0.1010779295264894,0.2430257024138767,3162.371729325908,120749.804155631,1.044164088734625
2020,British Columbia,317912,321232,2.6351,1038524,0.2801528244944319,6540333165979.969,41098283505812.96,18.5917,2506634,2.958661572928008,398902.8272398341,349953.3819896945,0.10078695358997,0.1227891058889635,0.2417904419230777,4535.7224919028795,120645.1368069523,0.989664790556358
2021,British Columbia,343369,334625,2.7145,1139588,0.2575783700863561,13101116791850.254,77787763265986.27,19.5089,2522305,3.285714444655935,424809.9058546555,393195.3203508526,0.1451101303578733,0.2104308140195008,0.269510364899979,6176.943334806444,126494.38202247191,1.0261307433694433
2022,British Columbia,353910,349644,2.8084,1227824,0.2258913822887813,28044770358736.14,171463786749622.88,19.9984,2547967,3.270956195322581,416747.7620273368,393140.1080900547,0.1108476959963118,0.1647045276038247,0.1919202446698265,8901.834730944911,126018.37345107536,1.0122009815698254
2023,British Columbia,362779,368032,2.9005,1303740,0.1870495612060504,69951730306461.47,417462611115120.0,20.5328,2578537,3.440559345422278,432070.1303702917,405994.3617967292,0.1191231074475897,0.1861952578597751,0.1740015280472668,13886.031979658592,125074.6423030512,0.9857267846274237
