"REF_DATE","GEO","DGUID","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Net operating surplus: corporations","Dollars","81","millions","6","v62295553","1.1.5","386056","","","","0"
"2024-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Net operating surplus: corporations","Dollars","81","millions","6","v62295553","1.1.5","396588","","","","0"
"2024-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Net operating surplus: corporations","Dollars","81","millions","6","v62295553","1.1.5","389160","","","","0"
"2024-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Net operating surplus: corporations","Dollars","81","millions","6","v62295553","1.1.5","418656","","","","0"
"2015-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","220708","","","","0"
"2016-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","222220","","","","0"
"2016-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","224592","","","","0"
"2016-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","222552","","","","0"
"2016-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","222452","","","","0"
"2017-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","221744","","","","0"
"2017-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","222304","","","","0"
"2017-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","220532","","","","0"
"2017-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","223472","","","","0"
"2018-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","224228","","","","0"
"2018-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","227220","","","","0"
"2018-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","232068","","","","0"
"2018-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","234160","","","","0"
"2019-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","235716","","","","0"
"2019-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","239248","","","","0"
"2019-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","239324","","","","0"
"2019-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","242164","","","","0"
"2020-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","244448","","","","0"
"2020-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","245304","","","","0"
"2020-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","244772","","","","0"
"2020-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","242544","","","","0"
"2021-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","244144","","","","0"
"2021-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","249320","","","","0"
"2021-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","256824","","","","0"
"2021-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","262344","","","","0"
"2022-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","267420","","","","0"
"2022-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","274300","","","","0"
"2022-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","281248","","","","0"
"2022-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","287600","","","","0"
"2023-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","289924","","","","0"
"2023-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","293104","","","","0"
"2023-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","296488","","","","0"
"2023-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","299508","","","","0"
"2024-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","302340","","","","0"
"2024-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","307872","","","","0"
"2024-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","311788","","","","0"
"2024-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: corporations","Dollars","81","millions","6","v62295554","1.1.6","314700","","","","0"
"2015-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","68488","","","","0"
"2016-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","68736","","","","0"
"2016-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","68900","","","","0"
"2016-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","69464","","","","0"
"2016-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","70128","","","","0"
"2017-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","70468","","","","0"
"2017-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","71144","","","","0"
"2017-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","70996","","","","0"
"2017-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","71548","","","","0"
"2018-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","72380","","","","0"
"2018-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","73388","","","","0"
"2018-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","74992","","","","0"
"2018-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","75704","","","","0"
"2019-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","76280","","","","0"
"2019-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","76972","","","","0"
"2019-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","77176","","","","0"
"2019-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","77872","","","","0"
"2020-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","78852","","","","0"
"2020-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","78480","","","","0"
"2020-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","79036","","","","0"
"2020-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","79940","","","","0"
"2021-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","81432","","","","0"
"2021-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","82912","","","","0"
"2021-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","84776","","","","0"
"2021-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","86728","","","","0"
"2022-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","89024","","","","0"
"2022-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","91724","","","","0"
"2022-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","93780","","","","0"
"2022-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","94592","","","","0"
"2023-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","94820","","","","0"
"2023-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","96208","","","","0"
"2023-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","97288","","","","0"
"2023-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","98580","","","","0"
"2024-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","99680","","","","0"
"2024-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","101168","","","","0"
"2024-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","102392","","","","0"
"2024-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: general governments and non-profit institutions serving households","Dollars","81","millions","6","v62295555","1.1.7","104220","","","","0"
"2015-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","239116","","","","0"
"2016-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","240828","","","","0"
"2016-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","248600","","","","0"
"2016-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","243324","","","","0"
"2016-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","244860","","","","0"
"2017-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","248048","","","","0"
"2017-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","250996","","","","0"
"2017-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","253560","","","","0"
"2017-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","257672","","","","0"
"2018-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","257532","","","","0"
"2018-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","260648","","","","0"
"2018-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","261876","","","","0"
"2018-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","265456","","","","0"
"2019-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","268540","","","","0"
"2019-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","272896","","","","0"
"2019-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","278000","","","","0"
"2019-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","283920","","","","0"
"2020-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","282156","","","","0"
"2020-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","271396","","","","0"
"2020-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","278396","","","","0"
"2020-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","279100","","","","0"
"2021-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","286176","","","","0"
"2021-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","290544","","","","0"
"2021-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","293440","","","","0"
"2021-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","294200","","","","0"
"2022-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","306692","","","","0"
"2022-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","317716","","","","0"
"2022-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","324488","","","","0"
"2022-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","330744","","","","0"
"2023-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","335256","","","","0"
"2023-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","342960","","","","0"
"2023-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","350624","","","","0"
"2023-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","361204","","","","0"
"2024-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","369652","","","","0"
"2024-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","380324","","","","0"
"2024-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","391008","","","","0"
"2024-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross mixed income","Dollars","81","millions","6","v62295556","1.1.8","400128","","","","0"
"2015-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","180796","","","","0"
"2016-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","182032","","","","0"
"2016-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","183900","","","","0"
"2016-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","183256","","","","0"
"2016-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","185120","","","","0"
"2017-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","186528","","","","0"
"2017-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","189220","","","","0"
"2017-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","191424","","","","0"
"2017-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","194124","","","","0"
"2018-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","192888","","","","0"
"2018-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","194420","","","","0"
"2018-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","195708","","","","0"
"2018-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","199452","","","","0"
"2019-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","201412","","","","0"
"2019-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","205600","","","","0"
"2019-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","210068","","","","0"
"2019-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","214920","","","","0"
"2020-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","212768","","","","0"
"2020-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","201244","","","","0"
"2020-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","207856","","","","0"
"2020-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","207348","","","","0"
"2021-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","212668","","","","0"
"2021-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","214324","","","","0"
"2021-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","212724","","","","0"
"2021-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","211324","","","","0"
"2022-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","220548","","","","0"
"2022-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","229740","","","","0"
"2022-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","235604","","","","0"
"2022-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","240544","","","","0"
"2023-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","243860","","","","0"
"2023-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","249184","","","","0"
"2023-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","255736","","","","0"
"2023-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","264904","","","","0"
"2024-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","272124","","","","0"
"2024-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","282008","","","","0"
"2024-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","288512","","","","0"
"2024-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Net mixed income","Dollars","81","millions","6","v62295557","1.1.9","296320","","","","0"
"2015-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","58320","","","","0"
"2016-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","58796","","","","0"
"2016-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","64700","","","","0"
"2016-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","60068","","","","0"
"2016-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","59740","","","","0"
"2017-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","61520","","","","0"
"2017-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","61776","","","","0"
"2017-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","62136","","","","0"
"2017-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","63548","","","","0"
"2018-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","64644","","","","0"
"2018-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","66228","","","","0"
"2018-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","66168","","","","0"
"2018-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","66004","","","","0"
"2019-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","67128","","","","0"
