"REF_DATE","GEO","DGUID","Seasonal adjustment","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","67296","","","","0"
"2019-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","67932","","","","0"
"2019-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","69000","","","","0"
"2020-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","69388","","","","0"
"2020-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","70152","","","","0"
"2020-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","70540","","","","0"
"2020-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","71752","","","","0"
"2021-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","73508","","","","0"
"2021-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","76220","","","","0"
"2021-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","80716","","","","0"
"2021-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","82876","","","","0"
"2022-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","86144","","","","0"
"2022-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","87976","","","","0"
"2022-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","88884","","","","0"
"2022-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","90200","","","","0"
"2023-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","91396","","","","0"
"2023-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","93776","","","","0"
"2023-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","94888","","","","0"
"2023-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","96300","","","","0"
"2024-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","97528","","","","0"
"2024-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","98316","","","","0"
"2024-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","102496","","","","0"
"2024-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Consumption of fixed capital: unincorporated businesses","Dollars","81","millions","6","v62295558","1.1.10","103808","","","","0"
"2015-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","90288","","","","0"
"2016-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","90640","","","","0"
"2016-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","89932","","","","0"
"2016-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","90360","","","","0"
"2016-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","91132","","","","0"
"2017-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","92744","","","","0"
"2017-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","97132","","","","0"
"2017-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","97232","","","","0"
"2017-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","98364","","","","0"
"2018-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","99444","","","","0"
"2018-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","99736","","","","0"
"2018-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","98332","","","","0"
"2018-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","99864","","","","0"
"2019-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","101576","","","","0"
"2019-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","103328","","","","0"
"2019-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","104176","","","","0"
"2019-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","102968","","","","0"
"2020-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","85456","","","","0"
"2020-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","-26160","","","","0"
"2020-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","7168","","","","0"
"2020-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","42544","","","","0"
"2021-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","35716","","","","0"
"2021-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","34036","","","","0"
"2021-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","66556","","","","0"
"2021-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","88308","","","","0"
"2022-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","90572","","","","0"
"2022-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","100820","","","","0"
"2022-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","102108","","","","0"
"2022-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","103892","","","","0"
"2023-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","104276","","","","0"
"2023-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","107332","","","","0"
"2023-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","103780","","","","0"
"2023-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","104336","","","","0"
"2024-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","113604","","","","0"
"2024-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","109488","","","","0"
"2024-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","110388","","","","0"
"2024-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on production","Dollars","81","millions","6","v62295559","1.1.11","96072","","","","0"
"2015-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","135972","","","","0"
"2016-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","137208","","","","0"
"2016-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","139364","","","","0"
"2016-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","140636","","","","0"
"2016-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","140508","","","","0"
"2017-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","145876","","","","0"
"2017-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","149408","","","","0"
"2017-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","150012","","","","0"
"2017-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","151140","","","","0"
"2018-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","152300","","","","0"
"2018-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","152240","","","","0"
"2018-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","155756","","","","0"
"2018-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","148880","","","","0"
"2019-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","152636","","","","0"
"2019-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","153980","","","","0"
"2019-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","151468","","","","0"
"2019-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","148488","","","","0"
"2020-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","142412","","","","0"
"2020-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","115824","","","","0"
"2020-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","143476","","","","0"
"2020-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","144440","","","","0"
"2021-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","155780","","","","0"
"2021-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","165048","","","","0"
"2021-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","176220","","","","0"
"2021-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","180716","","","","0"
"2022-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","186412","","","","0"
"2022-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","194260","","","","0"
"2022-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","186184","","","","0"
"2022-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","187944","","","","0"
"2023-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","197852","","","","0"
"2023-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","201184","","","","0"
"2023-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","199132","","","","0"
"2023-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","197856","","","","0"
"2024-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","206256","","","","0"
"2024-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","205796","","","","0"
"2024-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","203984","","","","0"
"2024-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Taxes less subsidies on products and imports","Dollars","81","millions","6","v62295560","1.1.12","205924","","","","0"
"2015-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","1164","","","","0"
"2016-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","-1164","","","","0"
"2016-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","-1528","","","","0"
"2016-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","-1276","","","","0"
"2016-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","-1312","","","","0"
"2017-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","1936","","","","0"
"2017-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","172","","","","0"
"2017-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","1032","","","","0"
"2017-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","96","","","","0"
"2018-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","-464","","","","0"
"2018-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","440","","","","0"
"2018-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","-160","","","","0"
"2018-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","-136","","","","0"
"2019-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","-1812","","","","0"
"2019-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","-1464","","","","0"
"2019-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","1304","","","","0"
"2019-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","1452","","","","0"
"2020-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","-524","","","","0"
"2020-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","844","","","","0"
"2020-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","-360","","","","0"
"2020-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","-840","","","","0"
"2021-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","-828","","","","0"
"2021-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","-1212","","","","0"
"2021-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","-136","","","","0"
"2021-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","648","","","","0"
"2022-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","-372","","","","0"
"2022-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","-1336","","","","0"
"2022-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","-964","","","","0"
"2022-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","-868","","","","0"
"2023-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","-1020","","","","0"
"2023-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","-112","","","","0"
"2023-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","20","","","","0"
"2023-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","852","","","","0"
"2024-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","-872","","","","0"
"2024-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","-544","","","","0"
"2024-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","-1860","","","","0"
"2024-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Statistical discrepancy","Dollars","81","millions","6","v62295561","1.1.13","-492","","","","0"
"2015-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","1991680","","","","0"
"2016-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","1998420","","","","0"
"2016-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2002152","","","","0"
"2016-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2035420","","","","0"
"2016-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2066148","","","","0"
"2017-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2107948","","","","0"
"2017-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2130020","","","","0"
"2017-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2141752","","","","0"
"2017-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2182844","","","","0"
"2018-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2207068","","","","0"
"2018-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2240068","","","","0"
"2018-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2258952","","","","0"
"2018-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2236612","","","","0"
"2019-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2268912","","","","0"
"2019-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2312680","","","","0"
"2019-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2322476","","","","0"
"2019-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2350184","","","","0"
"2020-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2288016","","","","0"
"2020-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2015932","","","","0"
"2020-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2246484","","","","0"
"2020-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2331676","","","","0"
"2021-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2431388","","","","0"
"2021-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2488016","","","","0"
"2021-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2563304","","","","0"
"2021-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2660564","","","","0"
"2022-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2775108","","","","0"
"2022-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2890184","","","","0"
"2022-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2872008","","","","0"
"2022-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2866460","","","","0"
"2023-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2883136","","","","0"
"2023-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2904420","","","","0"
"2023-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2951168","","","","0"
"2023-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","2996516","","","","0"
"2024-01","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","3002252","","","","0"
"2024-04","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","3053520","","","","0"
"2024-07","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","3085980","","","","0"
"2024-10","Canada","2016A000011124","Seasonally adjusted at annual rates","Gross domestic product at market prices","Dollars","81","millions","6","v62295562","1.1.14","3134576","","","","0"


